,DATE,GEOGRAPHY_NAME,VARIABLE_NAME,MEASURES_NAME,Obvs,Gender
6700,2012-03,Scotland,Economic activity rate females - aged 50-64,Variable,40.0,Female
6920,2012-06,Scotland,Economic activity rate males - aged 50-64,Variable,26.299999999999997,Male
6924,2012-06,Scotland,Economic activity rate females - aged 50-64,Variable,39.2,Female
7144,2012-09,Scotland,Economic activity rate males - aged 50-64,Variable,26.200000000000003,Male
7148,2012-09,Scotland,Economic activity rate females - aged 50-64,Variable,39.0,Female
7368,2012-12,Scotland,Economic activity rate males - aged 50-64,Variable,26.5,Male
7372,2012-12,Scotland,Economic activity rate females - aged 50-64,Variable,38.9,Female
7592,2013-03,Scotland,Economic activity rate males - aged 50-64,Variable,26.599999999999994,Male
7596,2013-03,Scotland,Economic activity rate females - aged 50-64,Variable,38.6,Female
7816,2013-06,Scotland,Economic activity rate males - aged 50-64,Variable,26.400000000000006,Male
7820,2013-06,Scotland,Economic activity rate females - aged 50-64,Variable,38.9,Female
8040,2013-09,Scotland,Economic activity rate males - aged 50-64,Variable,26.400000000000006,Male
8044,2013-09,Scotland,Economic activity rate females - aged 50-64,Variable,38.7,Female
8264,2013-12,Scotland,Economic activity rate males - aged 50-64,Variable,26.0,Male
8268,2013-12,Scotland,Economic activity rate females - aged 50-64,Variable,37.3,Female
8488,2014-03,Scotland,Economic activity rate males - aged 50-64,Variable,25.599999999999994,Male
8492,2014-03,Scotland,Economic activity rate females - aged 50-64,Variable,36.3,Female
8712,2014-06,Scotland,Economic activity rate males - aged 50-64,Variable,24.700000000000003,Male
8716,2014-06,Scotland,Economic activity rate females - aged 50-64,Variable,35.599999999999994,Female
8936,2014-09,Scotland,Economic activity rate males - aged 50-64,Variable,24.799999999999997,Male
8940,2014-09,Scotland,Economic activity rate females - aged 50-64,Variable,35.400000000000006,Female
9160,2014-12,Scotland,Economic activity rate males - aged 50-64,Variable,24.5,Male
9164,2014-12,Scotland,Economic activity rate females - aged 50-64,Variable,34.900000000000006,Female
9384,2015-03,Scotland,Economic activity rate males - aged 50-64,Variable,23.900000000000006,Male
9388,2015-03,Scotland,Economic activity rate females - aged 50-64,Variable,34.3,Female
9608,2015-06,Scotland,Economic activity rate males - aged 50-64,Variable,24.400000000000006,Male
9612,2015-06,Scotland,Economic activity rate females - aged 50-64,Variable,34.3,Female
9832,2015-09,Scotland,Economic activity rate males - aged 50-64,Variable,23.299999999999997,Male
9836,2015-09,Scotland,Economic activity rate females - aged 50-64,Variable,33.8,Female
10056,2015-12,Scotland,Economic activity rate males - aged 50-64,Variable,22.900000000000006,Male
10060,2015-12,Scotland,Economic activity rate females - aged 50-64,Variable,33.8,Female
10280,2016-03,Scotland,Economic activity rate males - aged 50-64,Variable,22.900000000000006,Male
10284,2016-03,Scotland,Economic activity rate females - aged 50-64,Variable,34.599999999999994,Female
10504,2016-06,Scotland,Economic activity rate males - aged 50-64,Variable,22.5,Male
10508,2016-06,Scotland,Economic activity rate females - aged 50-64,Variable,34.5,Female
10728,2016-09,Scotland,Economic activity rate males - aged 50-64,Variable,22.200000000000003,Male
10732,2016-09,Scotland,Economic activity rate females - aged 50-64,Variable,35.400000000000006,Female
10952,2016-12,Scotland,Economic activity rate males - aged 50-64,Variable,22.5,Male
10956,2016-12,Scotland,Economic activity rate females - aged 50-64,Variable,34.900000000000006,Female
11176,2017-03,Scotland,Economic activity rate males - aged 50-64,Variable,23.900000000000006,Male
11180,2017-03,Scotland,Economic activity rate females - aged 50-64,Variable,34.0,Female
11400,2017-06,Scotland,Economic activity rate males - aged 50-64,Variable,24.099999999999994,Male
11404,2017-06,Scotland,Economic activity rate females - aged 50-64,Variable,33.900000000000006,Female
11624,2017-09,Scotland,Economic activity rate males - aged 50-64,Variable,23.900000000000006,Male
11628,2017-09,Scotland,Economic activity rate females - aged 50-64,Variable,32.0,Female
11848,2017-12,Scotland,Economic activity rate males - aged 50-64,Variable,23.799999999999997,Male
11852,2017-12,Scotland,Economic activity rate females - aged 50-64,Variable,32.099999999999994,Female
12072,2018-03,Scotland,Economic activity rate males - aged 50-64,Variable,22.5,Male
12076,2018-03,Scotland,Economic activity rate females - aged 50-64,Variable,31.900000000000006,Female
12296,2018-06,Scotland,Economic activity rate males - aged 50-64,Variable,22.599999999999994,Male
12300,2018-06,Scotland,Economic activity rate females - aged 50-64,Variable,31.700000000000003,Female
12520,2018-09,Scotland,Economic activity rate males - aged 50-64,Variable,23.099999999999994,Male
12524,2018-09,Scotland,Economic activity rate females - aged 50-64,Variable,32.0,Female
12744,2018-12,Scotland,Economic activity rate males - aged 50-64,Variable,23.299999999999997,Male
12748,2018-12,Scotland,Economic activity rate females - aged 50-64,Variable,32.5,Female
12968,2019-03,Scotland,Economic activity rate males - aged 50-64,Variable,23.700000000000003,Male
12972,2019-03,Scotland,Economic activity rate females - aged 50-64,Variable,32.599999999999994,Female
13192,2019-06,Scotland,Economic activity rate males - aged 50-64,Variable,23.700000000000003,Male
13196,2019-06,Scotland,Economic activity rate females - aged 50-64,Variable,32.7,Female
13416,2019-09,Scotland,Economic activity rate males - aged 50-64,Variable,23.5,Male
13420,2019-09,Scotland,Economic activity rate females - aged 50-64,Variable,32.400000000000006,Female
13640,2019-12,Scotland,Economic activity rate males - aged 50-64,Variable,23.799999999999997,Male
13644,2019-12,Scotland,Economic activity rate females - aged 50-64,Variable,31.599999999999994,Female
13864,2020-03,Scotland,Economic activity rate males - aged 50-64,Variable,23.400000000000006,Male
13868,2020-03,Scotland,Economic activity rate females - aged 50-64,Variable,31.799999999999997,Female
14088,2020-06,Scotland,Economic activity rate males - aged 50-64,Variable,23.799999999999997,Male
14092,2020-06,Scotland,Economic activity rate females - aged 50-64,Variable,31.299999999999997,Female
14312,2020-09,Scotland,Economic activity rate males - aged 50-64,Variable,24.900000000000006,Male
14316,2020-09,Scotland,Economic activity rate females - aged 50-64,Variable,31.700000000000003,Female
14536,2020-12,Scotland,Economic activity rate males - aged 50-64,Variable,24.5,Male
14540,2020-12,Scotland,Economic activity rate females - aged 50-64,Variable,32.599999999999994,Female
14760,2021-03,Scotland,Economic activity rate males - aged 50-64,Variable,25.0,Male
14764,2021-03,Scotland,Economic activity rate females - aged 50-64,Variable,33.2,Female
14984,2021-06,Scotland,Economic activity rate males - aged 50-64,Variable,25.200000000000003,Male
14988,2021-06,Scotland,Economic activity rate females - aged 50-64,Variable,33.2,Female
15208,2021-09,Scotland,Economic activity rate males - aged 50-64,Variable,24.900000000000006,Male
15212,2021-09,Scotland,Economic activity rate females - aged 50-64,Variable,32.900000000000006,Female
15432,2021-12,Scotland,Economic activity rate males - aged 50-64,Variable,25.299999999999997,Male
15436,2021-12,Scotland,Economic activity rate females - aged 50-64,Variable,32.8,Female
15656,2022-03,Scotland,Economic activity rate males - aged 50-64,Variable,26.200000000000003,Male
15660,2022-03,Scotland,Economic activity rate females - aged 50-64,Variable,32.7,Female
15880,2022-06,Scotland,Economic activity rate males - aged 50-64,Variable,26.5,Male
15884,2022-06,Scotland,Economic activity rate females - aged 50-64,Variable,33.400000000000006,Female
16104,2022-09,Scotland,Economic activity rate males - aged 50-64,Variable,26.700000000000003,Male
16108,2022-09,Scotland,Economic activity rate females - aged 50-64,Variable,33.3,Female
16328,2022-12,Scotland,Economic activity rate males - aged 50-64,Variable,26.700000000000003,Male
16332,2022-12,Scotland,Economic activity rate females - aged 50-64,Variable,33.7,Female
16552,2023-03,Scotland,Economic activity rate males - aged 50-64,Variable,24.900000000000006,Male
16556,2023-03,Scotland,Economic activity rate females - aged 50-64,Variable,32.599999999999994,Female
