,Date,Val,Type,Series
127,2016 Q2,14.0,All: Aged 25-34,All
128,2016 Q3,14.1,All: Aged 25-34,All
129,2016 Q4,14.0,All: Aged 25-34,All
130,2017 Q1,13.7,All: Aged 25-34,All
131,2017 Q2,13.2,All: Aged 25-34,All
132,2017 Q3,13.1,All: Aged 25-34,All
133,2017 Q4,13.2,All: Aged 25-34,All
134,2018 Q1,13.4,All: Aged 25-34,All
135,2018 Q2,13.4,All: Aged 25-34,All
136,2018 Q3,13.3,All: Aged 25-34,All
137,2018 Q4,13.0,All: Aged 25-34,All
138,2019 Q1,12.8,All: Aged 25-34,All
139,2019 Q2,12.6,All: Aged 25-34,All
140,2019 Q3,12.4,All: Aged 25-34,All
141,2019 Q4,12.2,All: Aged 25-34,All
142,2020 Q1,11.9,All: Aged 25-34,All
143,2020 Q2,12.0,All: Aged 25-34,All
144,2020 Q3,11.3,All: Aged 25-34,All
145,2020 Q4,11.7,All: Aged 25-34,All
146,2021 Q1,11.9,All: Aged 25-34,All
147,2021 Q2,11.9,All: Aged 25-34,All
148,2021 Q3,12.4,All: Aged 25-34,All
149,2021 Q4,12.6,All: Aged 25-34,All
150,2022 Q1,12.5,All: Aged 25-34,All
151,2022 Q2,12.5,All: Aged 25-34,All
152,2022 Q3,12.5,All: Aged 25-34,All
153,2022 Q4,12.3,All: Aged 25-34,All
154,2023 Q1,11.7,All: Aged 25-34,All
155,2023 Q2,11.8,All: Aged 25-34,All
31,1992 Q2,38.8,All: Aged 50-64,All
32,1992 Q3,38.7,All: Aged 50-64,All
33,1992 Q4,39.0,All: Aged 50-64,All
34,1993 Q1,38.7,All: Aged 50-64,All
35,1993 Q2,38.9,All: Aged 50-64,All
36,1993 Q3,39.1,All: Aged 50-64,All
37,1993 Q4,38.7,All: Aged 50-64,All
38,1994 Q1,38.6,All: Aged 50-64,All
39,1994 Q2,38.4,All: Aged 50-64,All
40,1994 Q3,38.4,All: Aged 50-64,All
41,1994 Q4,38.6,All: Aged 50-64,All
42,1995 Q1,38.8,All: Aged 50-64,All
43,1995 Q2,38.7,All: Aged 50-64,All
44,1995 Q3,38.5,All: Aged 50-64,All
45,1995 Q4,38.6,All: Aged 50-64,All
46,1996 Q1,38.6,All: Aged 50-64,All
47,1996 Q2,38.6,All: Aged 50-64,All
48,1996 Q3,38.3,All: Aged 50-64,All
49,1996 Q4,38.4,All: Aged 50-64,All
50,1997 Q1,37.8,All: Aged 50-64,All
51,1997 Q2,37.7,All: Aged 50-64,All
52,1997 Q3,37.9,All: Aged 50-64,All
53,1997 Q4,38.2,All: Aged 50-64,All
54,1998 Q1,38.0,All: Aged 50-64,All
55,1998 Q2,38.1,All: Aged 50-64,All
56,1998 Q3,37.7,All: Aged 50-64,All
57,1998 Q4,37.1,All: Aged 50-64,All
58,1999 Q1,37.1,All: Aged 50-64,All
59,1999 Q2,37.2,All: Aged 50-64,All
60,1999 Q3,37.4,All: Aged 50-64,All
61,1999 Q4,37.0,All: Aged 50-64,All
62,2000 Q1,36.9,All: Aged 50-64,All
63,2000 Q2,36.5,All: Aged 50-64,All
64,2000 Q3,36.6,All: Aged 50-64,All
65,2000 Q4,36.4,All: Aged 50-64,All
66,2001 Q1,36.2,All: Aged 50-64,All
67,2001 Q2,36.1,All: Aged 50-64,All
68,2001 Q3,36.0,All: Aged 50-64,All
69,2001 Q4,35.7,All: Aged 50-64,All
70,2002 Q1,36.1,All: Aged 50-64,All
71,2002 Q2,35.5,All: Aged 50-64,All
72,2002 Q3,35.1,All: Aged 50-64,All
73,2002 Q4,34.7,All: Aged 50-64,All
74,2003 Q1,34.6,All: Aged 50-64,All
75,2003 Q2,34.0,All: Aged 50-64,All
76,2003 Q3,34.1,All: Aged 50-64,All
77,2003 Q4,34.4,All: Aged 50-64,All
78,2004 Q1,34.0,All: Aged 50-64,All
79,2004 Q2,34.1,All: Aged 50-64,All
80,2004 Q3,34.2,All: Aged 50-64,All
81,2004 Q4,33.8,All: Aged 50-64,All
82,2005 Q1,33.7,All: Aged 50-64,All
83,2005 Q2,33.7,All: Aged 50-64,All
84,2005 Q3,33.4,All: Aged 50-64,All
85,2005 Q4,33.4,All: Aged 50-64,All
86,2006 Q1,33.3,All: Aged 50-64,All
87,2006 Q2,33.0,All: Aged 50-64,All
88,2006 Q3,32.9,All: Aged 50-64,All
89,2006 Q4,33.1,All: Aged 50-64,All
90,2007 Q1,33.2,All: Aged 50-64,All
91,2007 Q2,32.9,All: Aged 50-64,All
92,2007 Q3,32.9,All: Aged 50-64,All
93,2007 Q4,32.4,All: Aged 50-64,All
94,2008 Q1,32.4,All: Aged 50-64,All
95,2008 Q2,32.3,All: Aged 50-64,All
96,2008 Q3,32.4,All: Aged 50-64,All
97,2008 Q4,32.0,All: Aged 50-64,All
98,2009 Q1,31.8,All: Aged 50-64,All
99,2009 Q2,31.8,All: Aged 50-64,All
100,2009 Q3,31.9,All: Aged 50-64,All
101,2009 Q4,31.9,All: Aged 50-64,All
102,2010 Q1,31.8,All: Aged 50-64,All
103,2010 Q2,32.0,All: Aged 50-64,All
104,2010 Q3,31.5,All: Aged 50-64,All
105,2010 Q4,32.1,All: Aged 50-64,All
106,2011 Q1,31.7,All: Aged 50-64,All
107,2011 Q2,31.8,All: Aged 50-64,All
108,2011 Q3,31.6,All: Aged 50-64,All
109,2011 Q4,31.3,All: Aged 50-64,All
110,2012 Q1,31.0,All: Aged 50-64,All
111,2012 Q2,30.6,All: Aged 50-64,All
112,2012 Q3,30.3,All: Aged 50-64,All
113,2012 Q4,29.8,All: Aged 50-64,All
114,2013 Q1,29.7,All: Aged 50-64,All
115,2013 Q2,29.2,All: Aged 50-64,All
116,2013 Q3,28.9,All: Aged 50-64,All
117,2013 Q4,28.5,All: Aged 50-64,All
118,2014 Q1,28.4,All: Aged 50-64,All
119,2014 Q2,28.6,All: Aged 50-64,All
120,2014 Q3,28.4,All: Aged 50-64,All
121,2014 Q4,28.4,All: Aged 50-64,All
122,2015 Q1,28.3,All: Aged 50-64,All
123,2015 Q2,28.1,All: Aged 50-64,All
124,2015 Q3,27.7,All: Aged 50-64,All
125,2015 Q4,27.4,All: Aged 50-64,All
126,2016 Q1,27.3,All: Aged 50-64,All
127,2016 Q2,26.9,All: Aged 50-64,All
128,2016 Q3,26.7,All: Aged 50-64,All
129,2016 Q4,26.7,All: Aged 50-64,All
130,2017 Q1,26.7,All: Aged 50-64,All
131,2017 Q2,26.6,All: Aged 50-64,All
132,2017 Q3,26.6,All: Aged 50-64,All
133,2017 Q4,26.4,All: Aged 50-64,All
134,2018 Q1,26.0,All: Aged 50-64,All
135,2018 Q2,26.1,All: Aged 50-64,All
136,2018 Q3,25.7,All: Aged 50-64,All
137,2018 Q4,25.9,All: Aged 50-64,All
138,2019 Q1,25.5,All: Aged 50-64,All
139,2019 Q2,25.5,All: Aged 50-64,All
140,2019 Q3,25.5,All: Aged 50-64,All
141,2019 Q4,25.3,All: Aged 50-64,All
142,2020 Q1,25.5,All: Aged 50-64,All
143,2020 Q2,26.0,All: Aged 50-64,All
144,2020 Q3,26.0,All: Aged 50-64,All
145,2020 Q4,26.1,All: Aged 50-64,All
146,2021 Q1,26.2,All: Aged 50-64,All
147,2021 Q2,26.4,All: Aged 50-64,All
148,2021 Q3,26.7,All: Aged 50-64,All
149,2021 Q4,26.9,All: Aged 50-64,All
150,2022 Q1,27.0,All: Aged 50-64,All
151,2022 Q2,27.3,All: Aged 50-64,All
152,2022 Q3,27.3,All: Aged 50-64,All
153,2022 Q4,27.1,All: Aged 50-64,All
154,2023 Q1,27.2,All: Aged 50-64,All
155,2023 Q2,26.6,All: Aged 50-64,All
31,1992 Q2,14.3,All: Aged 35-49,All
32,1992 Q3,14.3,All: Aged 35-49,All
33,1992 Q4,14.3,All: Aged 35-49,All
34,1993 Q1,14.5,All: Aged 35-49,All
35,1993 Q2,14.6,All: Aged 35-49,All
36,1993 Q3,14.5,All: Aged 35-49,All
37,1993 Q4,14.7,All: Aged 35-49,All
38,1994 Q1,14.9,All: Aged 35-49,All
39,1994 Q2,15.0,All: Aged 35-49,All
40,1994 Q3,15.2,All: Aged 35-49,All
41,1994 Q4,15.4,All: Aged 35-49,All
42,1995 Q1,15.4,All: Aged 35-49,All
43,1995 Q2,15.1,All: Aged 35-49,All
44,1995 Q3,15.3,All: Aged 35-49,All
45,1995 Q4,15.1,All: Aged 35-49,All
46,1996 Q1,15.1,All: Aged 35-49,All
47,1996 Q2,15.2,All: Aged 35-49,All
48,1996 Q3,15.6,All: Aged 35-49,All
49,1996 Q4,15.3,All: Aged 35-49,All
50,1997 Q1,15.7,All: Aged 35-49,All
51,1997 Q2,15.6,All: Aged 35-49,All
52,1997 Q3,15.4,All: Aged 35-49,All
53,1997 Q4,15.6,All: Aged 35-49,All
54,1998 Q1,15.7,All: Aged 35-49,All
55,1998 Q2,15.8,All: Aged 35-49,All
56,1998 Q3,15.6,All: Aged 35-49,All
57,1998 Q4,15.2,All: Aged 35-49,All
58,1999 Q1,15.2,All: Aged 35-49,All
59,1999 Q2,15.1,All: Aged 35-49,All
60,1999 Q3,15.1,All: Aged 35-49,All
61,1999 Q4,15.0,All: Aged 35-49,All
62,2000 Q1,15.0,All: Aged 35-49,All
63,2000 Q2,14.9,All: Aged 35-49,All
64,2000 Q3,14.7,All: Aged 35-49,All
65,2000 Q4,15.0,All: Aged 35-49,All
66,2001 Q1,14.9,All: Aged 35-49,All
67,2001 Q2,15.2,All: Aged 35-49,All
68,2001 Q3,15.3,All: Aged 35-49,All
69,2001 Q4,15.4,All: Aged 35-49,All
70,2002 Q1,15.3,All: Aged 35-49,All
71,2002 Q2,14.9,All: Aged 35-49,All
72,2002 Q3,14.9,All: Aged 35-49,All
73,2002 Q4,15.0,All: Aged 35-49,All
74,2003 Q1,15.1,All: Aged 35-49,All
75,2003 Q2,15.1,All: Aged 35-49,All
76,2003 Q3,15.2,All: Aged 35-49,All
77,2003 Q4,15.2,All: Aged 35-49,All
78,2004 Q1,15.1,All: Aged 35-49,All
79,2004 Q2,15.2,All: Aged 35-49,All
80,2004 Q3,15.3,All: Aged 35-49,All
81,2004 Q4,15.3,All: Aged 35-49,All
82,2005 Q1,15.2,All: Aged 35-49,All
83,2005 Q2,15.1,All: Aged 35-49,All
84,2005 Q3,14.8,All: Aged 35-49,All
85,2005 Q4,14.9,All: Aged 35-49,All
86,2006 Q1,14.5,All: Aged 35-49,All
87,2006 Q2,14.6,All: Aged 35-49,All
88,2006 Q3,14.6,All: Aged 35-49,All
89,2006 Q4,14.6,All: Aged 35-49,All
90,2007 Q1,14.9,All: Aged 35-49,All
91,2007 Q2,14.8,All: Aged 35-49,All
92,2007 Q3,14.7,All: Aged 35-49,All
93,2007 Q4,14.7,All: Aged 35-49,All
94,2008 Q1,14.6,All: Aged 35-49,All
95,2008 Q2,14.4,All: Aged 35-49,All
96,2008 Q3,14.5,All: Aged 35-49,All
97,2008 Q4,14.2,All: Aged 35-49,All
98,2009 Q1,13.9,All: Aged 35-49,All
99,2009 Q2,14.1,All: Aged 35-49,All
100,2009 Q3,14.1,All: Aged 35-49,All
101,2009 Q4,14.1,All: Aged 35-49,All
102,2010 Q1,14.5,All: Aged 35-49,All
103,2010 Q2,14.3,All: Aged 35-49,All
104,2010 Q3,14.2,All: Aged 35-49,All
105,2010 Q4,14.3,All: Aged 35-49,All
106,2011 Q1,14.2,All: Aged 35-49,All
107,2011 Q2,14.1,All: Aged 35-49,All
108,2011 Q3,14.1,All: Aged 35-49,All
109,2011 Q4,13.8,All: Aged 35-49,All
110,2012 Q1,13.8,All: Aged 35-49,All
111,2012 Q2,13.6,All: Aged 35-49,All
112,2012 Q3,13.4,All: Aged 35-49,All
113,2012 Q4,13.3,All: Aged 35-49,All
114,2013 Q1,13.5,All: Aged 35-49,All
115,2013 Q2,13.6,All: Aged 35-49,All
116,2013 Q3,13.7,All: Aged 35-49,All
117,2013 Q4,13.8,All: Aged 35-49,All
118,2014 Q1,13.4,All: Aged 35-49,All
119,2014 Q2,13.1,All: Aged 35-49,All
120,2014 Q3,13.0,All: Aged 35-49,All
121,2014 Q4,13.1,All: Aged 35-49,All
122,2015 Q1,13.1,All: Aged 35-49,All
123,2015 Q2,13.4,All: Aged 35-49,All
124,2015 Q3,13.8,All: Aged 35-49,All
125,2015 Q4,13.7,All: Aged 35-49,All
126,2016 Q1,13.5,All: Aged 35-49,All
127,2016 Q2,13.5,All: Aged 35-49,All
128,2016 Q3,13.4,All: Aged 35-49,All
129,2016 Q4,13.4,All: Aged 35-49,All
130,2017 Q1,13.4,All: Aged 35-49,All
131,2017 Q2,13.0,All: Aged 35-49,All
132,2017 Q3,13.2,All: Aged 35-49,All
133,2017 Q4,12.7,All: Aged 35-49,All
134,2018 Q1,12.4,All: Aged 35-49,All
135,2018 Q2,12.5,All: Aged 35-49,All
136,2018 Q3,12.5,All: Aged 35-49,All
137,2018 Q4,12.3,All: Aged 35-49,All
138,2019 Q1,12.5,All: Aged 35-49,All
139,2019 Q2,12.5,All: Aged 35-49,All
140,2019 Q3,12.3,All: Aged 35-49,All
141,2019 Q4,12.0,All: Aged 35-49,All
142,2020 Q1,12.3,All: Aged 35-49,All
143,2020 Q2,12.7,All: Aged 35-49,All
144,2020 Q3,12.8,All: Aged 35-49,All
145,2020 Q4,12.5,All: Aged 35-49,All
146,2021 Q1,12.2,All: Aged 35-49,All
147,2021 Q2,11.9,All: Aged 35-49,All
148,2021 Q3,11.8,All: Aged 35-49,All
149,2021 Q4,12.1,All: Aged 35-49,All
150,2022 Q1,12.3,All: Aged 35-49,All
151,2022 Q2,12.0,All: Aged 35-49,All
152,2022 Q3,12.3,All: Aged 35-49,All
153,2022 Q4,12.3,All: Aged 35-49,All
154,2023 Q1,12.3,All: Aged 35-49,All
155,2023 Q2,12.1,All: Aged 35-49,All
31,1992 Q2,20.6,Aged 16-24: UK: Male,Men
32,1992 Q3,21.0,Aged 16-24: UK: Male,Men
33,1992 Q4,21.8,Aged 16-24: UK: Male,Men
34,1993 Q1,21.6,Aged 16-24: UK: Male,Men
35,1993 Q2,22.3,Aged 16-24: UK: Male,Men
36,1993 Q3,22.3,Aged 16-24: UK: Male,Men
37,1993 Q4,22.4,Aged 16-24: UK: Male,Men
38,1994 Q1,22.6,Aged 16-24: UK: Male,Men
39,1994 Q2,23.0,Aged 16-24: UK: Male,Men
40,1994 Q3,23.1,Aged 16-24: UK: Male,Men
41,1994 Q4,23.5,Aged 16-24: UK: Male,Men
42,1995 Q1,23.8,Aged 16-24: UK: Male,Men
43,1995 Q2,23.4,Aged 16-24: UK: Male,Men
44,1995 Q3,23.0,Aged 16-24: UK: Male,Men
45,1995 Q4,22.8,Aged 16-24: UK: Male,Men
46,1996 Q1,22.7,Aged 16-24: UK: Male,Men
47,1996 Q2,22.7,Aged 16-24: UK: Male,Men
48,1996 Q3,23.2,Aged 16-24: UK: Male,Men
49,1996 Q4,23.3,Aged 16-24: UK: Male,Men
50,1997 Q1,23.1,Aged 16-24: UK: Male,Men
51,1997 Q2,23.1,Aged 16-24: UK: Male,Men
52,1997 Q3,23.7,Aged 16-24: UK: Male,Men
53,1997 Q4,24.0,Aged 16-24: UK: Male,Men
54,1998 Q1,24.4,Aged 16-24: UK: Male,Men
55,1998 Q2,24.3,Aged 16-24: UK: Male,Men
56,1998 Q3,23.1,Aged 16-24: UK: Male,Men
57,1998 Q4,24.0,Aged 16-24: UK: Male,Men
58,1999 Q1,23.9,Aged 16-24: UK: Male,Men
59,1999 Q2,24.0,Aged 16-24: UK: Male,Men
60,1999 Q3,24.2,Aged 16-24: UK: Male,Men
61,1999 Q4,24.1,Aged 16-24: UK: Male,Men
62,2000 Q1,24.2,Aged 16-24: UK: Male,Men
63,2000 Q2,24.8,Aged 16-24: UK: Male,Men
64,2000 Q3,25.1,Aged 16-24: UK: Male,Men
65,2000 Q4,25.8,Aged 16-24: UK: Male,Men
66,2001 Q1,25.3,Aged 16-24: UK: Male,Men
67,2001 Q2,25.3,Aged 16-24: UK: Male,Men
68,2001 Q3,24.9,Aged 16-24: UK: Male,Men
69,2001 Q4,24.8,Aged 16-24: UK: Male,Men
70,2002 Q1,25.4,Aged 16-24: UK: Male,Men
71,2002 Q2,25.8,Aged 16-24: UK: Male,Men
72,2002 Q3,26.7,Aged 16-24: UK: Male,Men
73,2002 Q4,25.5,Aged 16-24: UK: Male,Men
74,2003 Q1,26.2,Aged 16-24: UK: Male,Men
75,2003 Q2,26.8,Aged 16-24: UK: Male,Men
76,2003 Q3,26.9,Aged 16-24: UK: Male,Men
77,2003 Q4,27.4,Aged 16-24: UK: Male,Men
78,2004 Q1,27.1,Aged 16-24: UK: Male,Men
79,2004 Q2,27.2,Aged 16-24: UK: Male,Men
80,2004 Q3,27.4,Aged 16-24: UK: Male,Men
81,2004 Q4,27.4,Aged 16-24: UK: Male,Men
82,2005 Q1,27.6,Aged 16-24: UK: Male,Men
83,2005 Q2,27.8,Aged 16-24: UK: Male,Men
84,2005 Q3,28.4,Aged 16-24: UK: Male,Men
85,2005 Q4,28.8,Aged 16-24: UK: Male,Men
86,2006 Q1,28.8,Aged 16-24: UK: Male,Men
87,2006 Q2,28.7,Aged 16-24: UK: Male,Men
