,Date,Location,Inactivity Type,Value,Total Population,Inactive,Total Economically Inactive,Inactive Pct
90,2007-09,Glasgow City,Looking after family/home,22300.0,383200.0,0.058194154488517745,113000.0,0.2948851774530271
91,2007-09,Glasgow City,Temporary sick,3500.0,383200.0,0.009133611691022964,113000.0,0.2948851774530271
92,2007-09,Glasgow City,Long-term sick,43100.0,383200.0,0.11247390396659708,113000.0,0.2948851774530271
93,2007-09,Glasgow City,Economically Discouraged,0.0,383200.0,0.0,113000.0,0.2948851774530271
94,2007-09,Glasgow City,Retired,10700.0,383200.0,0.027922755741127347,113000.0,0.2948851774530271
95,2007-09,Glasgow City,Other,7400.0,383200.0,0.019311064718162838,113000.0,0.2948851774530271
97,2007-12,Glasgow City,Student,28000.0,384900.0,0.07274616783580151,117900.0,0.3063133281371785
98,2007-12,Glasgow City,Looking after family/home,21700.0,384900.0,0.056378280072746166,117900.0,0.3063133281371785
99,2007-12,Glasgow City,Temporary sick,3500.0,384900.0,0.009093270979475189,117900.0,0.3063133281371785
100,2007-12,Glasgow City,Long-term sick,45000.0,384900.0,0.11691348402182385,117900.0,0.3063133281371785
101,2007-12,Glasgow City,Economically Discouraged,0.0,384900.0,0.0,117900.0,0.3063133281371785
102,2007-12,Glasgow City,Retired,11300.0,384900.0,0.029358274876591324,117900.0,0.3063133281371785
103,2007-12,Glasgow City,Other,8200.0,384900.0,0.021304234866199014,117900.0,0.3063133281371785
105,2008-03,Glasgow City,Student,29000.0,386800.0,0.0749741468459152,113900.0,0.29446742502585316
106,2008-03,Glasgow City,Looking after family/home,21000.0,386800.0,0.05429162357807653,113900.0,0.29446742502585316
107,2008-03,Glasgow City,Temporary sick,3200.0,386800.0,0.008273009307135471,113900.0,0.29446742502585316
108,2008-03,Glasgow City,Long-term sick,40600.0,386800.0,0.10496380558428128,113900.0,0.29446742502585316
109,2008-03,Glasgow City,Economically Discouraged,0.0,386800.0,0.0,113900.0,0.29446742502585316
110,2008-03,Glasgow City,Retired,10000.0,386800.0,0.025853154084798345,113900.0,0.29446742502585316
111,2008-03,Glasgow City,Other,9400.0,386800.0,0.024301964839710446,113900.0,0.29446742502585316
113,2008-06,Glasgow City,Student,30000.0,387600.0,0.07739938080495357,112800.0,0.29102167182662536
114,2008-06,Glasgow City,Looking after family/home,21500.0,387600.0,0.05546955624355005,112800.0,0.29102167182662536
115,2008-06,Glasgow City,Temporary sick,3000.0,387600.0,0.007739938080495356,112800.0,0.29102167182662536
116,2008-06,Glasgow City,Long-term sick,39400.0,387600.0,0.10165118679050568,112800.0,0.29102167182662536
117,2008-06,Glasgow City,Economically Discouraged,0.0,387600.0,0.0,112800.0,0.29102167182662536
118,2008-06,Glasgow City,Retired,9700.0,387600.0,0.02502579979360165,112800.0,0.29102167182662536
119,2008-06,Glasgow City,Other,8600.0,387600.0,0.02218782249742002,112800.0,0.29102167182662536
121,2008-09,Glasgow City,Student,31800.0,389700.0,0.08160123171670516,114500.0,0.2938157557095201
122,2008-09,Glasgow City,Looking after family/home,20300.0,389700.0,0.0520913523222992,114500.0,0.2938157557095201
123,2008-09,Glasgow City,Temporary sick,3300.0,389700.0,0.008468052347959968,114500.0,0.2938157557095201
124,2008-09,Glasgow City,Long-term sick,40100.0,389700.0,0.10289966641005902,114500.0,0.2938157557095201
125,2008-09,Glasgow City,Economically Discouraged,0.0,389700.0,0.0,114500.0,0.2938157557095201
126,2008-09,Glasgow City,Retired,9800.0,389700.0,0.02514754939697203,114500.0,0.2938157557095201
127,2008-09,Glasgow City,Other,8600.0,389700.0,0.022068257634077496,114500.0,0.2938157557095201
129,2008-12,Glasgow City,Student,33800.0,390600.0,0.08653353814644137,119400.0,0.30568356374807987
130,2008-12,Glasgow City,Looking after family/home,22900.0,390600.0,0.058627752176139275,119400.0,0.30568356374807987
131,2008-12,Glasgow City,Temporary sick,3100.0,390600.0,0.007936507936507936,119400.0,0.30568356374807987
132,2008-12,Glasgow City,Long-term sick,40800.0,390600.0,0.10445468509984639,119400.0,0.30568356374807987
133,2008-12,Glasgow City,Economically Discouraged,0.0,390600.0,0.0,119400.0,0.30568356374807987
134,2008-12,Glasgow City,Retired,10100.0,390600.0,0.025857654889912953,119400.0,0.30568356374807987
135,2008-12,Glasgow City,Other,8200.0,390600.0,0.020993343573988736,119400.0,0.30568356374807987
137,2009-03,Glasgow City,Student,35100.0,392500.0,0.08942675159235669,119700.0,0.304968152866242
138,2009-03,Glasgow City,Looking after family/home,21700.0,392500.0,0.055286624203821653,119700.0,0.304968152866242
139,2009-03,Glasgow City,Temporary sick,3200.0,392500.0,0.008152866242038216,119700.0,0.304968152866242
140,2009-03,Glasgow City,Long-term sick,40400.0,392500.0,0.10292993630573248,119700.0,0.304968152866242
141,2009-03,Glasgow City,Economically Discouraged,0.0,392500.0,0.0,119700.0,0.304968152866242
142,2009-03,Glasgow City,Retired,11400.0,392500.0,0.029044585987261146,119700.0,0.304968152866242
143,2009-03,Glasgow City,Other,7900.0,392500.0,0.020127388535031848,119700.0,0.304968152866242
145,2009-06,Glasgow City,Student,36000.0,393800.0,0.0914169629253428,116500.0,0.2958354494667344
146,2009-06,Glasgow City,Looking after family/home,22000.0,393800.0,0.055865921787709494,116500.0,0.2958354494667344
147,2009-06,Glasgow City,Temporary sick,3400.0,393800.0,0.008633824276282377,116500.0,0.2958354494667344
148,2009-06,Glasgow City,Long-term sick,38000.0,393800.0,0.09649568308786186,116500.0,0.2958354494667344
149,2009-06,Glasgow City,Economically Discouraged,0.0,393800.0,0.0,116500.0,0.2958354494667344
150,2009-06,Glasgow City,Retired,10800.0,393800.0,0.027425088877602845,116500.0,0.2958354494667344
151,2009-06,Glasgow City,Other,6300.0,393800.0,0.015997968511934992,116500.0,0.2958354494667344
153,2009-09,Glasgow City,Student,35200.0,394000.0,0.08934010152284264,116200.0,0.2949238578680203
154,2009-09,Glasgow City,Looking after family/home,22500.0,394000.0,0.05710659898477157,116200.0,0.2949238578680203
155,2009-09,Glasgow City,Temporary sick,2900.0,394000.0,0.007360406091370559,116200.0,0.2949238578680203
156,2009-09,Glasgow City,Long-term sick,37700.0,394000.0,0.09568527918781726,116200.0,0.2949238578680203
157,2009-09,Glasgow City,Economically Discouraged,0.0,394000.0,0.0,116200.0,0.2949238578680203
158,2009-09,Glasgow City,Retired,10700.0,394000.0,0.02715736040609137,116200.0,0.2949238578680203
159,2009-09,Glasgow City,Other,6900.0,394000.0,0.01751269035532995,116200.0,0.2949238578680203
161,2009-12,Glasgow City,Student,39100.0,395700.0,0.09881223148850139,123000.0,0.310841546626232
162,2009-12,Glasgow City,Looking after family/home,22800.0,395700.0,0.0576194086429113,123000.0,0.310841546626232
163,2009-12,Glasgow City,Temporary sick,2400.0,395700.0,0.006065200909780136,123000.0,0.310841546626232
164,2009-12,Glasgow City,Long-term sick,40800.0,395700.0,0.10310841546626232,123000.0,0.310841546626232
165,2009-12,Glasgow City,Economically Discouraged,0.0,395700.0,0.0,123000.0,0.310841546626232
166,2009-12,Glasgow City,Retired,11000.0,395700.0,0.02779883750315896,123000.0,0.310841546626232
167,2009-12,Glasgow City,Other,6600.0,395700.0,0.016679302501895376,123000.0,0.310841546626232
169,2010-03,Glasgow City,Student,37000.0,395300.0,0.0935997976220592,121900.0,0.30837338730078423
170,2010-03,Glasgow City,Looking after family/home,25100.0,395300.0,0.06349607892739692,121900.0,0.30837338730078423
171,2010-03,Glasgow City,Temporary sick,2200.0,395300.0,0.005565393372122439,121900.0,0.30837338730078423
172,2010-03,Glasgow City,Long-term sick,41200.0,395300.0,0.10422463951429294,121900.0,0.30837338730078423
173,2010-03,Glasgow City,Economically Discouraged,0.0,395300.0,0.0,121900.0,0.30837338730078423
174,2010-03,Glasgow City,Retired,10000.0,395300.0,0.02529724260055654,121900.0,0.30837338730078423
175,2010-03,Glasgow City,Other,6000.0,395300.0,0.015178345560333924,121900.0,0.30837338730078423
177,2010-06,Glasgow City,Student,37300.0,397900.0,0.09374214626790651,124000.0,0.311636089469716
178,2010-06,Glasgow City,Looking after family/home,24100.0,397900.0,0.060567981905001254,124000.0,0.311636089469716
179,2010-06,Glasgow City,Temporary sick,1800.0,397900.0,0.004523749685850716,124000.0,0.311636089469716
180,2010-06,Glasgow City,Long-term sick,43200.0,397900.0,0.1085699924604172,124000.0,0.311636089469716
181,2010-06,Glasgow City,Economically Discouraged,0.0,397900.0,0.0,124000.0,0.311636089469716
182,2010-06,Glasgow City,Retired,11500.0,397900.0,0.028901734104046242,124000.0,0.311636089469716
183,2010-06,Glasgow City,Other,5900.0,397900.0,0.014827846192510681,124000.0,0.311636089469716
185,2010-09,Glasgow City,Student,36600.0,399100.0,0.09170633926334253,127300.0,0.3189676772738662
186,2010-09,Glasgow City,Looking after family/home,25900.0,399100.0,0.06489601603608118,127300.0,0.3189676772738662
187,2010-09,Glasgow City,Temporary sick,1700.0,399100.0,0.004259584064144325,127300.0,0.3189676772738662
188,2010-09,Glasgow City,Long-term sick,46000.0,399100.0,0.11525933350037584,127300.0,0.3189676772738662
189,2010-09,Glasgow City,Economically Discouraged,0.0,399100.0,0.0,127300.0,0.3189676772738662
190,2010-09,Glasgow City,Retired,11200.0,399100.0,0.028063142069656728,127300.0,0.3189676772738662
191,2010-09,Glasgow City,Other,5600.0,399100.0,0.014031571034828364,127300.0,0.3189676772738662
193,2010-12,Glasgow City,Student,33400.0,400300.0,0.08343742193354983,119300.0,0.2980264801398951
194,2010-12,Glasgow City,Looking after family/home,25000.0,400300.0,0.062453160129902575,119300.0,0.2980264801398951
195,2010-12,Glasgow City,Temporary sick,1400.0,400300.0,0.0034973769672745443,119300.0,0.2980264801398951
196,2010-12,Glasgow City,Long-term sick,42200.0,400300.0,0.10542093429927554,119300.0,0.2980264801398951
197,2010-12,Glasgow City,Economically Discouraged,0.0,400300.0,0.0,119300.0,0.2980264801398951
198,2010-12,Glasgow City,Retired,11700.0,400300.0,0.029228078940794405,119300.0,0.2980264801398951
199,2010-12,Glasgow City,Other,5300.0,400300.0,0.013240069947539346,119300.0,0.2980264801398951
201,2011-03,Glasgow City,Student,31700.0,402400.0,0.07877733598409543,120600.0,0.29970178926441354
202,2011-03,Glasgow City,Looking after family/home,25500.0,402400.0,0.06336978131212724,120600.0,0.29970178926441354
203,2011-03,Glasgow City,Temporary sick,1700.0,402400.0,0.004224652087475149,120600.0,0.29970178926441354
204,2011-03,Glasgow City,Long-term sick,44500.0,402400.0,0.11058648111332008,120600.0,0.29970178926441354
205,2011-03,Glasgow City,Economically Discouraged,1100.0,402400.0,0.0027335984095427437,120600.0,0.29970178926441354
206,2011-03,Glasgow City,Retired,11600.0,402400.0,0.02882703777335984,120600.0,0.29970178926441354
207,2011-03,Glasgow City,Other,4500.0,402400.0,0.011182902584493042,120600.0,0.29970178926441354
209,2011-06,Glasgow City,Student,33100.0,402700.0,0.08219518251800348,120400.0,0.2989818723615595
210,2011-06,Glasgow City,Looking after family/home,24700.0,402700.0,0.061335982120685376,120400.0,0.2989818723615595
211,2011-06,Glasgow City,Temporary sick,2200.0,402700.0,0.005463123913583313,120400.0,0.2989818723615595
212,2011-06,Glasgow City,Long-term sick,42500.0,402700.0,0.10553762105785945,120400.0,0.2989818723615595
213,2011-06,Glasgow City,Economically Discouraged,1100.0,402700.0,0.0027315619567916563,120400.0,0.2989818723615595
214,2011-06,Glasgow City,Retired,10700.0,402700.0,0.0265706481251552,120400.0,0.2989818723615595
215,2011-06,Glasgow City,Other,6100.0,402700.0,0.015147752669481004,120400.0,0.2989818723615595
217,2011-09,Glasgow City,Student,34100.0,404800.0,0.08423913043478261,117200.0,0.28952569169960474
218,2011-09,Glasgow City,Looking after family/home,21300.0,404800.0,0.052618577075098816,117200.0,0.28952569169960474
219,2011-09,Glasgow City,Temporary sick,2000.0,404800.0,0.004940711462450593,117200.0,0.28952569169960474
220,2011-09,Glasgow City,Long-term sick,40900.0,404800.0,0.10103754940711462,117200.0,0.28952569169960474
221,2011-09,Glasgow City,Economically Discouraged,0.0,404800.0,0.0,117200.0,0.28952569169960474
222,2011-09,Glasgow City,Retired,11400.0,404800.0,0.02816205533596838,117200.0,0.28952569169960474
223,2011-09,Glasgow City,Other,6700.0,404800.0,0.016551383399209488,117200.0,0.28952569169960474
225,2011-12,Glasgow City,Student,33700.0,405600.0,0.08308678500986193,115100.0,0.28377712031558183
226,2011-12,Glasgow City,Looking after family/home,19800.0,405600.0,0.04881656804733728,115100.0,0.28377712031558183
227,2011-12,Glasgow City,Temporary sick,1900.0,405600.0,0.004684418145956607,115100.0,0.28377712031558183
228,2011-12,Glasgow City,Long-term sick,41200.0,405600.0,0.10157790927021697,115100.0,0.28377712031558183
229,2011-12,Glasgow City,Economically Discouraged,0.0,405600.0,0.0,115100.0,0.28377712031558183
230,2011-12,Glasgow City,Retired,10600.0,405600.0,0.026134122287968443,115100.0,0.28377712031558183
231,2011-12,Glasgow City,Other,7200.0,405600.0,0.01775147928994083,115100.0,0.28377712031558183
233,2012-03,Glasgow City,Student,36400.0,406300.0,0.08958897366477972,116700.0,0.28722618754614815
234,2012-03,Glasgow City,Looking after family/home,18500.0,406300.0,0.04553285749446222,116700.0,0.28722618754614815
235,2012-03,Glasgow City,Temporary sick,1700.0,406300.0,0.0041841004184100415,116700.0,0.28722618754614815
236,2012-03,Glasgow City,Long-term sick,38800.0,406300.0,0.0954959389613586,116700.0,0.28722618754614815
237,2012-03,Glasgow City,Economically Discouraged,0.0,406300.0,0.0,116700.0,0.28722618754614815
238,2012-03,Glasgow City,Retired,12600.0,406300.0,0.031011567807039134,116700.0,0.28722618754614815
239,2012-03,Glasgow City,Other,8400.0,406300.0,0.02067437853802609,116700.0,0.28722618754614815
241,2012-06,Glasgow City,Student,38200.0,406500.0,0.0939729397293973,119600.0,0.2942189421894219
242,2012-06,Glasgow City,Looking after family/home,18700.0,406500.0,0.04600246002460025,119600.0,0.2942189421894219
243,2012-06,Glasgow City,Temporary sick,1600.0,406500.0,0.0039360393603936035,119600.0,0.2942189421894219
244,2012-06,Glasgow City,Long-term sick,41400.0,406500.0,0.1018450184501845,119600.0,0.2942189421894219
245,2012-06,Glasgow City,Economically Discouraged,0.0,406500.0,0.0,119600.0,0.2942189421894219
246,2012-06,Glasgow City,Retired,10900.0,406500.0,0.026814268142681428,119600.0,0.2942189421894219
247,2012-06,Glasgow City,Other,8200.0,406500.0,0.02017220172201722,119600.0,0.2942189421894219
249,2012-09,Glasgow City,Student,38200.0,406600.0,0.09394982784062961,122400.0,0.3010329562223315
250,2012-09,Glasgow City,Looking after family/home,20900.0,406600.0,0.0514018691588785,122400.0,0.3010329562223315
251,2012-09,Glasgow City,Temporary sick,2400.0,406600.0,0.005902606984751598,122400.0,0.3010329562223315
252,2012-09,Glasgow City,Long-term sick,40400.0,406600.0,0.09936055090998525,122400.0,0.3010329562223315
253,2012-09,Glasgow City,Economically Discouraged,1100.0,406600.0,0.0027053615346778162,122400.0,0.3010329562223315
254,2012-09,Glasgow City,Retired,9900.0,406600.0,0.024348253812100346,122400.0,0.3010329562223315
255,2012-09,Glasgow City,Other,9600.0,406600.0,0.023610427939006393,122400.0,0.3010329562223315
257,2012-12,Glasgow City,Student,43900.0,405900.0,0.10815471791081548,134600.0,0.33160877063316085
258,2012-12,Glasgow City,Looking after family/home,23900.0,405900.0,0.05888149790588815,134600.0,0.33160877063316085
259,2012-12,Glasgow City,Temporary sick,3200.0,405900.0,0.007883715200788372,134600.0,0.33160877063316085
260,2012-12,Glasgow City,Long-term sick,42300.0,405900.0,0.10421286031042129,134600.0,0.33160877063316085
261,2012-12,Glasgow City,Economically Discouraged,1100.0,405900.0,0.0027100271002710027,134600.0,0.33160877063316085
262,2012-12,Glasgow City,Retired,10600.0,405900.0,0.026114806602611482,134600.0,0.33160877063316085
263,2012-12,Glasgow City,Other,9400.0,405900.0,0.023158413402315843,134600.0,0.33160877063316085
265,2013-03,Glasgow City,Student,42800.0,406700.0,0.10523727563314482,138000.0,0.3393164494713548
266,2013-03,Glasgow City,Looking after family/home,25000.0,406700.0,0.06147037128104254,138000.0,0.3393164494713548
267,2013-03,Glasgow City,Temporary sick,2300.0,406700.0,0.005655274157855913,138000.0,0.3393164494713548
268,2013-03,Glasgow City,Long-term sick,46900.0,406700.0,0.1153184165232358,138000.0,0.3393164494713548
269,2013-03,Glasgow City,Economically Discouraged,1200.0,406700.0,0.0029505778214900416,138000.0,0.3393164494713548
270,2013-03,Glasgow City,Retired,10400.0,406700.0,0.025571674452913695,138000.0,0.3393164494713548
271,2013-03,Glasgow City,Other,9500.0,406700.0,0.023358741086796163,138000.0,0.3393164494713548
273,2013-06,Glasgow City,Student,42100.0,406000.0,0.10369458128078818,136500.0,0.33620689655172414
274,2013-06,Glasgow City,Looking after family/home,24700.0,406000.0,0.06083743842364532,136500.0,0.33620689655172414
275,2013-06,Glasgow City,Temporary sick,2600.0,406000.0,0.0064039408866995075,136500.0,0.33620689655172414
276,2013-06,Glasgow City,Long-term sick,45900.0,406000.0,0.11305418719211822,136500.0,0.33620689655172414
277,2013-06,Glasgow City,Economically Discouraged,1800.0,406000.0,0.004433497536945813,136500.0,0.33620689655172414
278,2013-06,Glasgow City,Retired,11300.0,406000.0,0.027832512315270935,136500.0,0.33620689655172414
279,2013-06,Glasgow City,Other,8000.0,406000.0,0.019704433497536946,136500.0,0.33620689655172414
281,2013-09,Glasgow City,Student,47300.0,407100.0,0.1161876688774257,138100.0,0.33922869073937606
282,2013-09,Glasgow City,Looking after family/home,23200.0,407100.0,0.05698845492507983,138100.0,0.33922869073937606
283,2013-09,Glasgow City,Temporary sick,2600.0,407100.0,0.006386637189879637,138100.0,0.33922869073937606
284,2013-09,Glasgow City,Long-term sick,45000.0,407100.0,0.1105379513633014,138100.0,0.33922869073937606
285,2013-09,Glasgow City,Economically Discouraged,2200.0,407100.0,0.005404077622205846,138100.0,0.33922869073937606
286,2013-09,Glasgow City,Retired,10500.0,407100.0,0.025792188651436992,138100.0,0.33922869073937606
287,2013-09,Glasgow City,Other,7300.0,407100.0,0.017931712110046672,138100.0,0.33922869073937606
289,2013-12,Glasgow City,Student,38000.0,407100.0,0.09334315892901007,123700.0,0.30385654630311965
290,2013-12,Glasgow City,Looking after family/home,21000.0,407100.0,0.051584377302873984,123700.0,0.30385654630311965
291,2013-12,Glasgow City,Temporary sick,2800.0,407100.0,0.006877916973716531,123700.0,0.30385654630311965
292,2013-12,Glasgow City,Long-term sick,41400.0,407100.0,0.1016949152542373,123700.0,0.30385654630311965
293,2013-12,Glasgow City,Economically Discouraged,2500.0,407100.0,0.006140997297961189,123700.0,0.30385654630311965
294,2013-12,Glasgow City,Retired,9500.0,407100.0,0.023335789732252518,123700.0,0.30385654630311965
295,2013-12,Glasgow City,Other,8500.0,407100.0,0.02087939081306804,123700.0,0.30385654630311965
297,2014-03,Glasgow City,Student,37300.0,405700.0,0.09193985703721962,121600.0,0.29972886369238355
298,2014-03,Glasgow City,Looking after family/home,20200.0,405700.0,0.04979048558047819,121600.0,0.29972886369238355
299,2014-03,Glasgow City,Temporary sick,4400.0,405700.0,0.010845452304658615,121600.0,0.29972886369238355
300,2014-03,Glasgow City,Long-term sick,39400.0,405700.0,0.09711609563717032,121600.0,0.29972886369238355
301,2014-03,Glasgow City,Economically Discouraged,2000.0,405700.0,0.004929751047572098,121600.0,0.29972886369238355
302,2014-03,Glasgow City,Retired,9900.0,405700.0,0.024402267685481885,121600.0,0.29972886369238355
303,2014-03,Glasgow City,Other,8300.0,405700.0,0.020458466847424205,121600.0,0.29972886369238355
