,LOCATION,TIME,Trade,GDP,Continent
76,Canada,2016,-3.097669,46472.368771,North America
77,Canada,2017,3.773999,48317.191163,North America
78,Canada,2018,2.625591,49992.811418,North America
79,Canada,2019,-2.181971,49832.414539,North America
80,Czechia,2000,3.710818,16211.043497,Europe
81,Czechia,2001,10.42928,17611.358497,Europe
82,Czechia,2002,2.281563,18245.669005,Europe
83,Czechia,2003,8.848166,19524.399624,Europe
84,Czechia,2004,8.941596,20912.054683,Europe
85,Czechia,2005,2.181591,22045.99888,Europe
86,Czechia,2006,5.656487,23857.518264,Europe
87,Czechia,2007,5.181862,26224.942173,Europe
88,Czechia,2008,11.67333,27853.549898,Europe
89,Czechia,2009,-15.7526,27635.956473,Europe
90,Czechia,2010,-1.017409,27766.983552,Europe
91,Czechia,2011,6.218727,28999.754757,Europe
92,Czechia,2012,2.239511,29258.904853,Europe
93,Czechia,2013,0.5087451,30828.526409,Europe
94,Czechia,2014,3.588064,32504.217576,Europe
95,Czechia,2015,-7.931396,33909.309243,Europe
96,Czechia,2016,-0.4641791,36101.285601,Europe
97,Czechia,2017,4.384983,38842.896268,Europe
98,Czechia,2018,6.061334,41157.370409,Europe
99,Czechia,2019,0.9280313,44223.295751,Europe
100,Denmark,2000,-5.980723,28672.330304,Europe
101,Denmark,2001,1.319978,29452.760705,Europe
102,Denmark,2002,1.605508,30639.953691,Europe
103,Denmark,2003,6.303345,30825.225589,Europe
104,Denmark,2004,6.126964,32948.16657,Europe
105,Denmark,2005,4.40555,34152.881663,Europe
106,Denmark,2006,3.754011,37333.84624,Europe
107,Denmark,2007,-0.7899204,39021.411928,Europe
108,Denmark,2008,8.926538,41282.995471,Europe
109,Denmark,2009,-10.77416,40332.516629,Europe
110,Denmark,2010,-4.729446,43006.150516,Europe
111,Denmark,2011,10.76481,44407.94207,Europe
112,Denmark,2012,-4.031117,44808.549212,Europe
113,Denmark,2013,0.3627785,46742.939663,Europe
114,Denmark,2014,-1.475242,47905.477079,Europe
115,Denmark,2015,-6.223815,49058.142344,Europe
116,Denmark,2016,-0.3545018,51967.020438,Europe
117,Denmark,2017,0.5838693,55356.49009,Europe
118,Denmark,2018,3.199152,57479.350221,Europe
119,Denmark,2019,-0.5887357,59884.11738,Europe
120,Finland,2000,3.890639,26789.925656,Europe
121,Finland,2001,2.156183,27801.065401,Europe
122,Finland,2002,-3.63186,28605.122922,Europe
123,Finland,2003,2.073177,29053.042068,Europe
124,Finland,2004,5.667072,31201.7603,Europe
125,Finland,2005,1.998843,32051.762889,Europe
126,Finland,2006,3.867215,34452.676186,Europe
127,Finland,2007,1.523178,37843.270084,Europe
128,Finland,2008,8.333514,40083.701943,Europe
129,Finland,2009,-22.40068,37972.457701,Europe
130,Finland,2010,-15.89505,38954.131777,Europe
131,Finland,2011,-3.541963,40916.647325,Europe
132,Finland,2012,1.264856,40872.854802,Europe
133,Finland,2013,6.098712,41492.918416,Europe
134,Finland,2014,-2.964031,41749.864733,Europe
135,Finland,2015,-13.2345,42490.211049,Europe
136,Finland,2016,-3.43324,44934.488245,Europe
137,Finland,2017,8.629007,47570.270354,Europe
138,Finland,2018,9.41288,49573.255773,Europe
139,Finland,2019,3.351234,51811.599332,Europe
140,France,2000,-1.987536,26099.7352,Europe
141,France,2001,3.826377,27499.541566,Europe
142,France,2002,-1.136986,28528.156107,Europe
143,France,2003,8.031237,28178.57676,Europe
144,France,2004,3.785309,29065.215266,Europe
145,France,2005,-1.180011,30504.058784,Europe
146,France,2006,0.8657402,32472.773806,Europe
147,France,2007,2.440891,34132.697684,Europe
148,France,2008,9.66363,35102.870428,Europe
149,France,2009,-12.63284,34686.479663,Europe
150,France,2010,0.1643177,35910.195851,Europe
151,France,2011,6.101971,37447.949543,Europe
152,France,2012,-0.9505768,37684.198067,Europe
153,France,2013,2.201857,39528.473644,Europe
154,France,2014,1.249238,40144.059485,Europe
155,France,2015,-8.78091,40829.893311,Europe
156,France,2016,-0.1190336,42855.944562,Europe
157,France,2017,-0.8088656,44445.59677,Europe
158,France,2018,4.223008,46336.933985,Europe
159,France,2019,1.549095,50222.232835,Europe
160,Germany,2000,-1.053642,27456.262771,Europe
161,Germany,2001,3.456441,28663.895351,Europe
162,Germany,2002,-1.605007,29504.28924,Europe
163,Germany,2003,7.717258,30270.992251,Europe
164,Germany,2004,10.73515,31741.875731,Europe
165,Germany,2005,2.33074,32236.740986,Europe
166,Germany,2006,5.336322,34664.541909,Europe
167,Germany,2007,-0.05918702,36863.113348,Europe
168,Germany,2008,5.983925,38432.448211,Europe
169,Germany,2009,-12.75236,37465.456323,Europe
170,Germany,2010,-1.848136,39675.00238,Europe
171,Germany,2011,5.298277,42541.513126,Europe
172,Germany,2012,-0.5711002,43359.541048,Europe
173,Germany,2013,2.88217,44993.667838,Europe
174,Germany,2014,3.030795,47011.280402,Europe
175,Germany,2015,-6.26796,47609.557159,Europe
176,Germany,2016,0.5042421,50579.483717,Europe
177,Germany,2017,2.108818,53071.478374,Europe
178,Germany,2018,3.434791,55195.722049,Europe
179,Germany,2019,0.9950289,57397.473982,Europe
180,Greece,2000,2.506344,19519.978023,Europe
181,Greece,2001,2.428387,20958.780315,Europe
182,Greece,2002,-4.329434,22615.957435,Europe
183,Greece,2003,17.81023,23897.755346,Europe
184,Greece,2004,5.902207,25460.561383,Europe
185,Greece,2005,-0.433793,25577.445437,Europe
186,Greece,2006,3.776953,28547.218881,Europe
187,Greece,2007,8.65181,29323.909492,Europe
188,Greece,2008,1.959369,30855.935774,Europe
189,Greece,2009,-14.60948,30359.446595,Europe
190,Greece,2010,-0.1025089,27911.57449,Europe
191,Greece,2011,-4.500101,25671.409119,Europe
192,Greece,2012,4.85011,24911.130276,Europe
193,Greece,2013,-6.658679,25986.640698,Europe
194,Greece,2014,6.398216,26625.159298,Europe
195,Greece,2015,-12.84457,26760.280798,Europe
196,Greece,2016,-2.830639,27511.803202,Europe
197,Greece,2017,4.149314,28604.829152,Europe
198,Greece,2018,11.73863,29617.518625,Europe
199,Greece,2019,-2.202944,31155.946796,Europe
200,Hungary,2000,0.2902057,11855.464682,Europe
201,Hungary,2001,6.17079,13210.457753,Europe
202,Hungary,2002,4.535291,14526.388251,Europe
203,Hungary,2003,9.00849,15479.026769,Europe
204,Hungary,2004,9.461118,16268.938786,Europe
205,Hungary,2005,0.7073149,17108.340595,Europe
206,Hungary,2006,5.983422,18382.558594,Europe
207,Hungary,2007,5.499289,19096.705486,Europe
208,Hungary,2008,9.921985,20721.502411,Europe
209,Hungary,2009,-16.18046,20722.886939,Europe
210,Hungary,2010,-3.092953,21741.545922,Europe
211,Hungary,2011,6.984962,23029.447178,Europe
212,Hungary,2012,-2.780748,23267.448393,Europe
213,Hungary,2013,1.115531,24547.980456,Europe
214,Hungary,2014,-0.6517498,25691.527335,Europe
215,Hungary,2015,-6.675654,26798.854228,Europe
216,Hungary,2016,-1.532378,27941.926751,Europe
217,Hungary,2017,3.074842,29496.163748,Europe
218,Hungary,2018,5.524115,31908.863431,Europe
219,Hungary,2019,3.67347,34645.565383,Europe
220,Iceland,2000,-4.62015,29785.366302,Europe
221,Iceland,2001,17.96126,31867.3852,Europe
222,Iceland,2002,0.5893304,32598.376021,Europe
223,Iceland,2003,13.7543,32725.872765,Europe
224,Iceland,2004,22.61609,35552.37688,Europe
225,Iceland,2005,1.522952,37427.934965,Europe
226,Iceland,2006,6.863993,39630.186916,Europe
227,Iceland,2007,23.21804,41490.779915,Europe
228,Iceland,2008,-10.06433,43456.216759,Europe
229,Iceland,2009,-9.369572,41772.679994,Europe
230,Iceland,2010,3.426165,39778.39158,Europe
231,Iceland,2011,1.106609,40938.664549,Europe
232,Iceland,2012,-2.753872,42006.543346,Europe
233,Iceland,2013,4.300045,44404.731588,Europe
234,Iceland,2014,-2.025836,45995.001692,Europe
235,Iceland,2015,-0.1911613,49203.294991,Europe
236,Iceland,2016,-1.14249,53486.615773,Europe
237,Iceland,2017,-11.82697,55638.491978,Europe
238,Iceland,2018,8.381407,57201.173335,Europe
239,Iceland,2019,8.047194,59601.931544,Europe
240,Ireland,2000,-2.047676,30218.776099,Europe
241,Ireland,2001,3.830174,32594.17983,Europe
242,Ireland,2002,8.034735,35222.81925,Europe
243,Ireland,2003,0.06181868,36280.535976,Europe
244,Ireland,2004,4.293098,38761.427777,Europe
245,Ireland,2005,2.656607,40465.316509,Europe
246,Ireland,2006,-4.188635,44268.552868,Europe
247,Ireland,2007,0.8131329,46766.183807,Europe
248,Ireland,2008,3.630183,44105.364476,Europe
249,Ireland,2009,-0.6580026,41436.941843,Europe
250,Ireland,2010,2.616634,43211.902863,Europe
251,Ireland,2011,2.657809,45132.175891,Europe
252,Ireland,2012,-0.09905436,46304.784189,Europe
253,Ireland,2013,-2.207426,47836.18565,Europe
254,Ireland,2014,-1.945315,51296.92985,Europe
255,Ireland,2015,-3.102092,69305.538798,Europe
256,Ireland,2016,-6.869648,71505.746281,Europe
257,Ireland,2017,-0.009107861,78252.205616,Europe
258,Ireland,2018,10.58868,85034.728547,Europe
259,Ireland,2019,-1.759387,89759.238887,Europe
260,Italy,2000,0.02934611,27077.647701,Europe
261,Italy,2001,4.847236,28036.302758,Europe
262,Italy,2002,-3.80827,28721.076279,Europe
263,Italy,2003,5.184309,29154.663843,Europe
264,Italy,2004,0.7057692,29481.853691,Europe
265,Italy,2005,2.25005,30028.488979,Europe
266,Italy,2006,4.108948,32309.294219,Europe
267,Italy,2007,2.137769,33960.788711,Europe
268,Italy,2008,6.614816,35292.601856,Europe
269,Italy,2009,-14.37271,34335.925384,Europe
270,Italy,2010,-1.335935,34838.135774,Europe
271,Italy,2011,4.616605,36203.328522,Europe
272,Italy,2012,-1.542577,36091.373957,Europe
273,Italy,2013,1.278098,36267.925352,Europe
274,Italy,2014,2.284862,36475.976061,Europe
275,Italy,2015,-9.041886,37206.331822,Europe
276,Italy,2016,0.6955466,40267.222623,Europe
277,Italy,2017,1.606023,41951.466331,Europe
278,Italy,2018,3.120238,43427.663143,Europe
279,Italy,2019,-0.1475242,45799.741922,Europe
280,Japan,2000,-0.3589838,27289.851934,Asia
281,Japan,2001,-10.64815,27946.083138,Asia
282,Japan,2002,-0.3152993,28633.69892,Asia
283,Japan,2003,2.013032,29411.592882,Asia
284,Japan,2004,7.951196,30837.175423,Asia
285,Japan,2005,2.208987,32174.400107,Asia
286,Japan,2006,4.845659,33638.841255,Asia
287,Japan,2007,3.252451,35021.732224,Asia
288,Japan,2008,5.995117,35278.749846,Asia
289,Japan,2009,-30.64211,33550.689549,Asia
290,Japan,2010,1.930725,35342.824721,Asia
291,Japan,2011,-3.387018,36215.006272,Asia
292,Japan,2012,-2.037514,37628.675989,Asia
293,Japan,2013,-1.405419,39436.682585,Asia
294,Japan,2014,-1.165746,39559.763471,Asia
295,Japan,2015,-2.774223,40908.781547,Asia
296,Japan,2016,1.829631,40642.704531,Asia
297,Japan,2017,4.047373,41531.221619,Asia
298,Japan,2018,3.829404,42264.585123,Asia
299,Japan,2019,-2.165001,42427.125075,Asia
300,"Korea, Republic of",2000,3.563427,18538.879306,Asia
301,"Korea, Republic of",2001,-1.53461,19724.494236,Asia
302,"Korea, Republic of",2002,6.494051,21396.719189,Asia
303,"Korea, Republic of",2003,3.449352,22096.023078,Asia
304,"Korea, Republic of",2004,13.5184,23773.590825,Asia
305,"Korea, Republic of",2005,4.193301,25186.638103,Asia
306,"Korea, Republic of",2006,3.741777,26884.429402,Asia
307,"Korea, Republic of",2007,3.815104,29064.701966,Asia
308,"Korea, Republic of",2008,3.722445,29945.899216,Asia
309,"Korea, Republic of",2009,-13.3,29508.282758,Asia
310,"Korea, Republic of",2010,5.006811,31736.700156,Asia
311,"Korea, Republic of",2011,7.968465,32546.517725,Asia
312,"Korea, Republic of",2012,3.103637,33557.030447,Asia
313,"Korea, Republic of",2013,2.353368,34244.239492,Asia
314,"Korea, Republic of",2014,0.3921725,35324.260296,Asia
315,"Korea, Republic of",2015,-3.240746,37902.361018,Asia
316,"Korea, Republic of",2016,-6.002839,39575.302078,Asia
317,"Korea, Republic of",2017,6.482627,40957.347064,Asia
318,"Korea, Republic of",2018,5.575975,43044.340145,Asia
319,"Korea, Republic of",2019,-9.592683,43410.152957,Asia
320,Luxembourg,2000,4.046891,55042.757729,Europe
321,Luxembourg,2001,20.39393,56093.167605,Europe
322,Luxembourg,2002,-0.3284201,58513.393595,Europe
323,Luxembourg,2003,13.5068,60115.443332,Europe
324,Luxembourg,2004,-0.3592634,64634.098463,Europe
325,Luxembourg,2005,-2.801685,68707.781706,Europe
326,Luxembourg,2006,2.714842,78825.366846,Europe
327,Luxembourg,2007,-1.240059,84995.47876,Europe
328,Luxembourg,2008,6.98463,90863.784075,Europe
329,Luxembourg,2009,-6.894053,86800.873477,Europe
330,Luxembourg,2010,-14.38147,90252.977242,Europe
331,Luxembourg,2011,7.39901,94278.922851,Europe
332,Luxembourg,2012,4.596987,96535.745828,Europe
333,Luxembourg,2013,-9.498388,100561.366405,Europe
334,Luxembourg,2014,-6.540319,104917.945675,Europe
335,Luxembourg,2015,-12.61819,107898.304236,Europe
336,Luxembourg,2016,-9.184941,112955.470175,Europe
337,Luxembourg,2017,8.339615,114862.528755,Europe
338,Luxembourg,2018,6.028679,116334.724739,Europe
339,Luxembourg,2019,21.69009,119253.372812,Europe
340,Mexico,2000,7.278489,10870.092123,North America
341,Mexico,2001,-5.165332,10937.137897,North America
342,Mexico,2002,2.064109,10999.980338,North America
343,Mexico,2003,2.667236,11308.492366,North America
344,Mexico,2004,4.149677,11926.995989,North America
345,Mexico,2005,2.692448,12521.726831,North America
346,Mexico,2006,5.635019,13703.791516,North America
347,Mexico,2007,0.2906136,14215.817736,North America
348,Mexico,2008,2.924202,14859.233988,North America
349,Mexico,2009,-15.19468,14497.970039,North America
350,Mexico,2010,5.248274,15228.501123,North America
351,Mexico,2011,7.744301,16521.774435,North America
352,Mexico,2012,5.560706,17195.057014,North America
353,Mexico,2013,1.342923,17437.042083,North America
354,Mexico,2014,0.7007045,18153.351036,North America
355,Mexico,2015,-3.638931,18430.218897,North America
356,Mexico,2016,-3.160959,19791.259772,North America
357,Mexico,2017,1.68942,20201.856549,North America
358,Mexico,2018,3.004053,20561.246895,North America
359,Mexico,2019,0.2720003,20244.557477,North America
360,Netherlands,2000,0.8267817,31875.989055,Europe
361,Netherlands,2001,4.055076,33186.914167,Europe
362,Netherlands,2002,-0.1897737,34447.053372,Europe
363,Netherlands,2003,10.42985,34151.984046,Europe
364,Netherlands,2004,6.184895,35809.49984,Europe
365,Netherlands,2005,5.049565,37625.252435,Europe
366,Netherlands,2006,5.180081,41011.393578,Europe
367,Netherlands,2007,3.253795,43943.909747,Europe
368,Netherlands,2008,6.968035,46419.042594,Europe
369,Netherlands,2009,-13.86941,44558.440255,Europe
370,Netherlands,2010,0.7774308,45042.666206,Europe
371,Netherlands,2011,6.072315,46599.227659,Europe
372,Netherlands,2012,2.655831,47271.968226,Europe
373,Netherlands,2013,2.088864,49242.786711,Europe
374,Netherlands,2014,1.616864,49233.230349,Europe
375,Netherlands,2015,-9.499565,50288.352815,Europe
376,Netherlands,2016,-2.163161,52289.404292,Europe
377,Netherlands,2017,5.092028,55089.58143,Europe
378,Netherlands,2018,5.707378,57825.399708,Europe
379,Netherlands,2019,0.9365539,60207.9957,Europe
380,New Zealand,2000,4.799301,21459.17077,Oceania
381,New Zealand,2001,4.03332,22416.669949,Oceania
382,New Zealand,2002,2.802633,23180.064981,Oceania
383,New Zealand,2003,8.540733,23885.100687,Oceania
384,New Zealand,2004,13.06745,25018.845662,Oceania
385,New Zealand,2005,2.987011,25590.127446,Oceania
386,New Zealand,2006,-1.423501,27652.794356,Oceania
387,New Zealand,2007,5.20754,29252.862789,Oceania
388,New Zealand,2008,1.70023,29748.931565,Oceania
389,New Zealand,2009,-13.69618,30570.163361,Oceania
390,New Zealand,2010,8.315686,31138.14575,Oceania
391,New Zealand,2011,3.90441,32638.103325,Oceania
392,New Zealand,2012,0.6033136,32916.91304,Oceania
393,New Zealand,2013,3.123013,36084.865782,Oceania
394,New Zealand,2014,2.724617,37084.794142,Oceania
395,New Zealand,2015,-3.563355,37246.951138,Oceania
396,New Zealand,2016,1.432024,39696.946073,Oceania
397,New Zealand,2017,5.257097,41994.487818,Oceania
398,New Zealand,2018,-0.2207205,42320.906448,Oceania
399,New Zealand,2019,3.626819,45518.307468,Oceania
400,Norway,2000,5.833014,36988.65878,Europe
401,Norway,2001,-3.712413,37827.470761,Europe
402,Norway,2002,-5.562686,38057.575494,Europe
403,Norway,2003,5.279726,38683.295646,Europe
404,Norway,2004,3.516551,42671.129526,Europe
405,Norway,2005,8.374318,47969.885364,Europe
406,Norway,2006,8.736001,54362.236354,Europe
407,Norway,2007,0.5160449,56177.479845,Europe
408,Norway,2008,12.21943,62075.513764,Europe
409,Norway,2009,-13.05065,55617.679797,Europe
410,Norway,2010,5.347044,58229.713025,Europe
411,Norway,2011,10.59416,62461.20278,Europe
412,Norway,2012,8.593598,65768.753269,Europe
413,Norway,2013,2.399966,67372.928181,Europe
414,Norway,2014,1.05326,66335.459647,Europe
415,Norway,2015,-16.32277,60721.583813,Europe
416,Norway,2016,-10.77731,59263.430471,Europe
417,Norway,2017,6.071942,64589.163172,Europe
418,Norway,2018,11.56165,70252.735449,Europe
419,Norway,2019,-6.087871,69915.01766,Europe
420,Poland,2000,6.265685,10674.914757,Europe
421,Poland,2001,10.80045,11120.999556,Europe
422,Poland,2002,4.377661,11803.761357,Europe
423,Poland,2003,5.210321,12292.161883,Europe
424,Poland,2004,11.66788,13354.532874,Europe
425,Poland,2005,5.578328,13898.413011,Europe
426,Poland,2006,5.670121,15155.041822,Europe
427,Poland,2007,2.544507,16806.970491,Europe
428,Poland,2008,10.32855,18308.038986,Europe
429,Poland,2009,-12.61347,19074.444446,Europe
430,Poland,2010,-1.20688,20632.568496,Europe
431,Poland,2011,6.137033,22386.227115,Europe
432,Poland,2012,0.4629402,23300.922905,Europe
433,Poland,2013,4.24156,24028.186721,Europe
434,Poland,2014,2.643574,25005.655694,Europe
435,Poland,2015,-6.87906,26495.814917,Europe
436,Poland,2016,-0.8249038,27830.927735,Europe
437,Poland,2017,3.549054,29609.446369,Europe
438,Poland,2018,6.608012,31662.210541,Europe
439,Poland,2019,2.566121,34592.873746,Europe
440,Portugal,2000,-1.048949,18880.30375,Europe
441,Portugal,2001,-0.430654,19528.689533,Europe
442,Portugal,2002,-0.9688615,20356.721555,Europe
443,Portugal,2003,11.63657,20852.18351,Europe
444,Portugal,2004,6.102857,21477.874489,Europe
445,Portugal,2005,9.202973,22725.351606,Europe
446,Portugal,2006,2.235225,24681.096076,Europe
447,Portugal,2007,0.7669703,25736.276906,Europe
448,Portugal,2008,9.59042,26665.771577,Europe
449,Portugal,2009,-13.60927,26459.287172,Europe
450,Portugal,2010,-2.834716,27260.554162,Europe
451,Portugal,2011,4.346225,26769.42769,Europe
452,Portugal,2012,-1.656928,26438.140472,Europe
453,Portugal,2013,7.189699,27936.006299,Europe
454,Portugal,2014,-0.7125163,28742.313125,Europe
455,Portugal,2015,-10.99181,29660.845901,Europe
456,Portugal,2016,-2.148203,31607.610185,Europe
457,Portugal,2017,2.788375,33044.70015,Europe
458,Portugal,2018,4.546972,34928.61899,Europe
459,Portugal,2019,3.710505,37299.182306,Europe
460,Slovakia,2000,6.711709,11353.50553,Europe
461,Slovakia,2001,6.409868,12386.833868,Europe
462,Slovakia,2002,3.913489,13307.878099,Europe
463,Slovakia,2003,15.53645,14166.120035,Europe
464,Slovakia,2004,4.501932,15197.889535,Europe
465,Slovakia,2005,6.41482,16595.261602,Europe
466,Slovakia,2006,8.621611,18850.138473,Europe
467,Slovakia,2007,14.24138,21138.750634,Europe
468,Slovakia,2008,11.98986,23608.977522,Europe
469,Slovakia,2009,-14.24964,22947.25335,Europe
470,Slovakia,2010,-3.302342,25221.414441,Europe
471,Slovakia,2011,4.020382,26260.184756,Europe
472,Slovakia,2012,-1.081749,27000.730262,Europe
473,Slovakia,2013,2.010624,28021.090416,Europe
474,Slovakia,2014,1.682495,29029.587681,Europe
475,Slovakia,2015,-6.435303,30062.179649,Europe
476,Slovakia,2016,-0.8945429,29737.53009,Europe
477,Slovakia,2017,-0.4600404,30147.015977,Europe
478,Slovakia,2018,4.067674,31374.187996,Europe
479,Slovakia,2019,2.047125,33458.809067,Europe
480,Spain,2000,3.126433,21595.594901,Europe
481,Spain,2001,1.940418,23001.078439,Europe
482,Spain,2002,-0.6519575,24376.32871,Europe
483,Spain,2003,9.50165,25042.28983,Europe
484,Spain,2004,7.288539,26182.039287,Europe
485,Spain,2005,-0.927164,27600.937175,Europe
486,Spain,2006,2.940075,30743.713954,Europe
487,Spain,2007,2.874662,32467.040986,Europe
488,Spain,2008,7.334848,33242.245427,Europe
489,Spain,2009,-9.473535,32089.527557,Europe
490,Spain,2010,-2.4568,31690.887692,Europe
491,Spain,2011,7.078001,31872.363088,Europe
492,Spain,2012,-2.150126,31724.785352,Europe
493,Spain,2013,3.045868,32463.123679,Europe
494,Spain,2014,3.620353,33558.976673,Europe
495,Spain,2015,-6.724257,34945.481614,Europe
496,Spain,2016,1.392039,37333.06491,Europe
497,Spain,2017,3.164603,39601.479631,Europe
498,Spain,2018,3.154433,40776.768298,Europe
499,Spain,2019,-0.951915,43135.741954,Europe
500,Sweden,2000,-1.295675,29624.021363,Europe
501,Sweden,2001,-2.458425,29933.209602,Europe
502,Sweden,2002,4.262392,30926.361002,Europe
503,Sweden,2003,9.617639,31816.571723,Europe
504,Sweden,2004,5.674452,33858.921497,Europe
505,Sweden,2005,0.3748077,34244.359285,Europe
506,Sweden,2006,7.50532,37727.725135,Europe
507,Sweden,2007,-0.7037275,40910.324397,Europe
508,Sweden,2008,7.55686,42158.296425,Europe
509,Sweden,2009,-16.12177,40279.878892,Europe
510,Sweden,2010,1.935921,42221.760198,Europe
511,Sweden,2011,5.458257,44608.584887,Europe
512,Sweden,2012,-1.163628,45432.431014,Europe
513,Sweden,2013,3.697749,46312.397402,Europe
514,Sweden,2014,2.30338,47184.673173,Europe
515,Sweden,2015,-8.453694,49103.131953,Europe
516,Sweden,2016,-2.167592,50430.25079,Europe
517,Sweden,2017,0.9024705,51947.95578,Europe
518,Sweden,2018,4.798579,53521.635778,Europe
519,Sweden,2019,0.08155131,56404.297122,Europe
520,Switzerland,2000,-5.628059,36351.765418,Europe
521,Switzerland,2001,7.451064,37514.754782,Europe
522,Switzerland,2002,5.142068,38410.604089,Europe
523,Switzerland,2003,6.67278,38448.713551,Europe
524,Switzerland,2004,6.942042,39884.900157,Europe
525,Switzerland,2005,2.64902,41244.643767,Europe
526,Switzerland,2006,4.796081,45963.055317,Europe
527,Switzerland,2007,2.736972,50584.577372,Europe
528,Switzerland,2008,9.830664,53498.013101,Europe
529,Switzerland,2009,-5.301129,52732.723576,Europe
530,Switzerland,2010,0.1077435,54349.191874,Europe
531,Switzerland,2011,5.989519,57493.56602,Europe
532,Switzerland,2012,-1.355248,59440.934085,Europe
533,Switzerland,2013,0.9418372,61656.490978,Europe
534,Switzerland,2014,3.95368,63417.043081,Europe
535,Switzerland,2015,-2.455981,65265.050827,Europe
536,Switzerland,2016,-1.382031,67350.735189,Europe
537,Switzerland,2017,2.592641,68193.502958,Europe
538,Switzerland,2018,5.408305,70688.84449,Europe
539,Switzerland,2019,0.6159571,72668.72555,Europe
540,Turkey,2000,2.224796,9476.598346,Asia
541,Turkey,2001,6.947965,9143.328196,Asia
542,Turkey,2002,3.28687,9279.072677,Asia
543,Turkey,2003,8.862026,9597.936618,Asia
544,Turkey,2004,7.767671,10884.319337,Asia
545,Turkey,2005,4.792985,11910.606724,Asia
546,Turkey,2006,3.104924,13640.767727,Asia
547,Turkey,2007,3.986717,14864.955058,Asia
548,Turkey,2008,11.99015,16038.231645,Asia
549,Turkey,2009,-4.428394,15442.774202,Asia
