,DATE,GEOGRAPHY_NAME,VARIABLE_NAME,MEASURES_NAME,Obvs,Gender
3132,2008-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,53.5,Female
3352,2008-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,34.5,Male
3356,2008-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,53.2,Female
3576,2008-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,34.599999999999994,Male
3580,2008-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,53.0,Female
3800,2008-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,34.900000000000006,Male
3804,2008-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,53.1,Female
4024,2009-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,36.1,Male
4028,2009-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,54.1,Female
4248,2009-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,36.4,Male
4252,2009-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,53.8,Female
4472,2009-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,35.7,Male
4476,2009-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,52.7,Female
4696,2009-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,35.3,Male
4700,2009-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,53.1,Female
4920,2010-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,33.599999999999994,Male
4924,2010-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,52.1,Female
5144,2010-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,33.900000000000006,Male
5148,2010-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,52.6,Female
5368,2010-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,33.900000000000006,Male
5372,2010-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,52.3,Female
5592,2010-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,30.700000000000003,Male
5596,2010-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,51.4,Female
5816,2011-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.200000000000003,Male
5820,2011-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,51.7,Female
6040,2011-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.599999999999994,Male
6044,2011-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,49.5,Female
6264,2011-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.5,Male
6268,2011-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,49.4,Female
6488,2011-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.700000000000003,Male
6492,2011-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,48.1,Female
6712,2012-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,30.200000000000003,Male
6716,2012-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,46.2,Female
6936,2012-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.099999999999994,Male
6940,2012-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,45.1,Female
7160,2012-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.700000000000003,Male
7164,2012-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,44.1,Female
7384,2012-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,30.400000000000006,Male
7388,2012-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,43.0,Female
7608,2013-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.099999999999994,Male
7612,2013-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.3,Female
7832,2013-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.799999999999997,Male
7836,2013-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,44.2,Female
8056,2013-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.599999999999994,Male
8060,2013-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.9,Female
8280,2013-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.099999999999994,Male
8284,2013-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,43.4,Female
8504,2014-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,27.200000000000003,Male
8508,2014-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,43.2,Female
8728,2014-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.200000000000003,Male
8732,2014-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,41.6,Female
8952,2014-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.900000000000006,Male
8956,2014-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.6,Female
9176,2014-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,27.900000000000006,Male
9180,2014-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,43.3,Female
9400,2015-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.400000000000006,Male
9404,2015-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.6,Female
9624,2015-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.700000000000003,Male
9628,2015-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.4,Female
9848,2015-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,27.099999999999994,Male
9852,2015-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,40.7,Female
10072,2015-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,27.099999999999994,Male
10076,2015-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,40.8,Female
10296,2016-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,27.099999999999994,Male
10300,2016-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,41.7,Female
10520,2016-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.400000000000006,Male
10524,2016-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,40.9,Female
10744,2016-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.0,Male
10748,2016-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.0,Female
10968,2016-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.200000000000003,Male
10972,2016-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,40.9,Female
11192,2017-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,27.200000000000003,Male
11196,2017-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,41.9,Female
11416,2017-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,26.900000000000006,Male
11420,2017-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,43.0,Female
11640,2017-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.099999999999994,Male
11644,2017-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.2,Female
11864,2017-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.299999999999997,Male
11868,2017-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.0,Female
12088,2018-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.599999999999994,Male
12092,2018-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,41.4,Female
12312,2018-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,31.799999999999997,Male
12316,2018-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,41.0,Female
12536,2018-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,30.5,Male
12540,2018-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,41.3,Female
12760,2018-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.5,Male
12764,2018-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,41.7,Female
12984,2019-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.599999999999994,Male
12988,2019-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,40.3,Female
13208,2019-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.5,Male
13212,2019-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,40.3,Female
13432,2019-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.400000000000006,Male
13436,2019-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,39.6,Female
13656,2019-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.400000000000006,Male
13660,2019-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,38.3,Female
13880,2020-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.200000000000003,Male
13884,2020-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,39.3,Female
14104,2020-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.5,Male
14108,2020-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,40.3,Female
14328,2020-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,30.200000000000003,Male
14332,2020-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,41.8,Female
14552,2020-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,31.799999999999997,Male
14556,2020-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.5,Female
14776,2021-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,32.900000000000006,Male
14780,2021-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,42.1,Female
15000,2021-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,31.400000000000006,Male
15004,2021-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,39.6,Female
15224,2021-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.900000000000006,Male
15228,2021-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,36.9,Female
15448,2021-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,30.0,Male
15452,2021-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,38.1,Female
15672,2022-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.5,Male
15676,2022-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,36.7,Female
15896,2022-06,Northern Ireland,Economic activity rate males - aged 50-64,Variable,30.299999999999997,Male
15900,2022-06,Northern Ireland,Economic activity rate females - aged 50-64,Variable,37.3,Female
16120,2022-09,Northern Ireland,Economic activity rate males - aged 50-64,Variable,29.400000000000006,Male
16124,2022-09,Northern Ireland,Economic activity rate females - aged 50-64,Variable,38.5,Female
16344,2022-12,Northern Ireland,Economic activity rate males - aged 50-64,Variable,28.099999999999994,Male
16348,2022-12,Northern Ireland,Economic activity rate females - aged 50-64,Variable,37.4,Female
16568,2023-03,Northern Ireland,Economic activity rate males - aged 50-64,Variable,27.5,Male
16572,2023-03,Northern Ireland,Economic activity rate females - aged 50-64,Variable,38.7,Female
